,Word,Definition
558,disturbed,to have a negative emotional impact to cause emotional distress or confusion
559,disturbed,disturbance
560,disturbed,disturbance
561,disturbed,to throw into disorder or confusion to derange to interrupt the settled state of to excite from a state of rest
562,disturbed,to agitate the mind of to deprive of tranquillity to disquiet to render uneasy
563,disturbed,to turn from a regular or designed course
564,disturbed,to stir trouble agitate molest move from a state of rest or tranquillity as to disturb a sleeper to disturb the sediment
565,disturbed,to move or agitate discompose disquiet throw into perplexity or confusion
566,disturbed,to interfere with interrupt hinder incommode derange
567,disturbed,to turn aside cause to deviate throw out of course or order
568,disturbed,strong synonyms strong to disorder unsettle molest
569,disturbed,to perplex trouble annoy vex worry plague
570,disturbed,to impede interrupt
571,disturbed,disturbance
572,disturbed,damage as if by shaking or jarring
573,disturbed,tamper with
574,disturbed,destroy the peace or tranquility of
575,disturbed,move deeply
576,disturbed,change the arrangement or position of
577,disturbed,emotionally unstable and having difficulty coping with personal relationships
579,long-tongued,having a long tongue.
580,long-tongued,talkative
580,long-tongued, babbling
580,long-tongued, loquacious.
581,gladly,preferably
581,gladly, by choice.
582,gladly,with pleasure
582,gladly, joyfully
582,gladly, cheerfully
582,gladly, eagerly.
583,athletic,of or pertaining to athletes or to the exercises practiced by them
583,athletic, as  athletic games or sports.
584,athletic,befitting an athlete
584,athletic, strong
584,athletic, muscular
584,athletic, robust
584,athletic, vigorous
584,athletic, as  athletic celts.
585,flapjack,a flat cake of thin batter fried on both sides on a griddle
587,alcahest,hypothetical universal solvent once sought by alchemists
588,umbilication,a slight  navel-like depression or dimpling of the center of a rounded body
588,umbilication, as the umbilication of a smallpox vesicle
588,umbilication, also the condition of being umbilicated.
589,unprizable,not prized or valued
589,unprizable, being without value.
590,unprizable,invaluable
590,unprizable, being beyond estimation.
591,ostension,the showing of the sacrament on the altar in order that it may receive the adoration of the communicants.
592,nomadize,to lead the life of a nomad
592,nomadize, to wander with flocks and herds for the sake of finding pasturage.
593,silveriness,the state of being silvery.
595,pennigerous,bearing feathers or quills.
596,proportionating,of proportionate
597,interpretable,capable of being interpreted or explained
598,interpretable,admitting of interpretation capable of being interpreted or explained
599,interpretable,capable of being interpreted or explained
600,interpretable,capable of being understood
601,interpretable,capable of being understood
602,bowled,a hemispherical vessel wider than it is deep used for holding food or fluids
603,bowled,the contents of such a vessel
604,bowled,a drinking goblet
605,bowled,a bowl shaped part as of a spoon or pipe
606,bowled,a bowl shaped topographic depression
607,bowled,a bowl shaped stadium or outdoor theater
608,bowled,football any of various postseason games played between specially selected teams especially at the college level
609,bowled,a large wooden ball weighted or slightly flattened so as to roll with a bias
610,bowled,a roll or throw of this ball as in bowling
611,bowled,see lawn bowling
612,bowled,a revolving cylinder or drum in a machine
613,bowled,to participate in a game of bowling
614,bowled,to throw or roll a ball in bowling
615,bowled,to hurl a cricket ball from one end of the pitch toward the batsman at the other keeping the arm straight throughout the delivery
616,bowled,to move quickly and smoothly especially by rolling the children bowled along on their bicycles
617,bowled,to throw or roll a ball
618,bowled,to achieve a specified score by bowling
619,bowled,to perform a specified amount as a string or game in bowling
620,bowled,to move quickly and smoothly by or as if by rolling bowled a tire from the garage
621,bowled,to meet or strike with or as if with the force of a rapidly rolling object
622,bowled,bowl out to retire a batsman in cricket with a bowled ball that knocks the bails off the wicket
623,bowled,bowl over to take by surprise
624,bowled,bowl over to make a powerful impression on overwhelm
625,bowled,a roughly hemispherical container used to hold mix or present food such as salad fruit or soup or other items
626,bowled,as much as is held by a bowl
627,bowled,a haircut in which straight hair is cut at an even height around the edges forming a bowl shape
628,bowled,a round crater or similar in the ground
629,bowled,the part of a spoon that holds content as opposed to the handle
630,bowled,a part of a pipe or bong packed with marijuana for smoking
631,bowled,a major game between leading teams in their respective leagues i e
632,bowled,rose bowl superbowl
